author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
993910113906954240,2022-02-23 23:59:58+00:00, ,1496635982170533889,es,0,0,0,0,Twitter for Android,@luisantonio_r @teleamazonasec Esa mujer se baja del mismo auto 😡😡😡
182104145,2022-02-23 23:59:58+00:00, ,1496635981297897472,es,0,0,0,0,Twitter for Android,Vieja de mierda sinvergüenza 😡😡😡 https://t.co/aLCYhzgwnt
1378492895968251906,2022-02-23 23:59:55+00:00, ,1496635967750520835,es,1,0,0,0,Twitter for iPhone,@andxresu no te vas a ir a ningún lado😡
1229955470,2022-02-23 23:59:53+00:00,002ccbb5032c77fc,1496635957755396097,es,0,0,0,0,Twitter for Android,Hasta que se oculta. Al fin camino a mi hato 😤 https://t.co/VHuqUbIbgC
1455550246063312904,2022-02-23 23:59:52+00:00, ,1496635954903359492,es,1,0,1,0,Twitter for iPhone,@sweetprxs basta no digas esas cosas xq vamos a tener q noviar 😡
1296156006058201088,2022-02-23 23:59:51+00:00, ,1496635952969785344,es,11,0,1,5,Twitter for Android,"Vengaaaa, ellos a su bola..🤬 https://t.co/1arWnzYJO6"
3305345046,2022-02-23 23:59:47+00:00, ,1496635933906677763,es,1,0,0,0,Twitter for Android,@BabyyBandida Tú tranquila yo también...😊🙈😠
545629791,2022-02-23 23:59:44+00:00, ,1496635922124718080,es,3,0,0,0,Twitter for Android,@LucianaaBonilla Que gente de mierda😡
2996849922,2022-02-23 23:59:43+00:00, ,1496635917699891203,es,1,0,1,0,Twitter for iPhone,"@RocciStar Eh eh eh, guarda esa Cámara que te la rompo 😡"
1039637432994615297,2022-02-23 23:59:41+00:00, ,1496635907381813254,es,0,0,0,0,Twitter for iPad,@elmundoes El deshielo se dice ? 😠😠😠
1225154994426601473,2022-02-23 23:59:39+00:00, ,1496635901048459270,es,1,0,1,1,Twitter Web App,"@_Gory_Kong_ @PCdeChile Creo que muchos lo hacemos y otros tantos son capaces de hacerlo, el resto (la mayoria) tiene la filosofía de... si otro puede hacerlo para que lo hago yo...en nuestro sector es muy difícil moverlos de la zona de confort! 😡😡😡"
1411325320452612103,2022-02-23 23:59:38+00:00, ,1496635895721742340,es,0,0,0,0,Twitter for Android,El 💵 a 6 y 6.5 bs. Muchos andan en eso😤🤦🏻‍♂️ https://t.co/Xfqou7TxPc
1451971265154076673,2022-02-23 23:59:38+00:00, ,1496635894836576257,es,0,0,0,0,Twitter for Android,@Jungwongomitaa TAS LOCA SI CREES QUE TE VOY A DEJAR 🤬
1406141933437829121,2022-02-23 23:59:36+00:00, ,1496635888167796738,es,0,0,0,0,Twitter for iPhone,@glenn_280903 Ajo yo no soy odioso 😡😡😡
1449027710836215808,2022-02-23 23:59:35+00:00, ,1496635882887131136,es,0,0,0,0,Twitter for Android,Y ahora por qué carajo no hay luz? 😠
275556493,2022-02-23 23:59:35+00:00, ,1496635881997971459,es,0,0,0,0,Twitter for Android,Mandando este tuit se tardó en publicarlo 🤬 https://t.co/XYi5w0pjkE
1245338526012641280,2022-02-23 23:59:33+00:00, ,1496635877010796544,es,1,0,1,0,Twitter for Android,En mi pega hay solo un hombre y adivinen qué??? Resulto ser el único pesado de toda la gente con la que trabajo y menos mal mi jefa le explicó que yo soy nueva y hay cosas que aun no sé hacer bien pq me tuvo estresada todo el día 😤
1351054618474803200,2022-02-23 23:59:28+00:00, ,1496635854239977472,es,0,0,1,0,Twitter for Android,@Meraki_Cygnus Wow no es un 100% 💔😠😭
83230671,2022-02-23 23:59:27+00:00, ,1496635850397941760,es,1,0,0,1,Twitter Web App,WTF🤬 Necesita entablar una demand* a esa malditaempresa🤬 https://t.co/cXCz6ohyyF
818922228456783872,2022-02-23 23:59:27+00:00,0161be1b3f98d6c3,1496635850230226944,es,0,0,0,0,Twitter for Android,"Parce jamás había estado tan ofendida con alguien en verdad, se dan garra 🤬🤬🤬🤬"
225265678,2022-02-23 23:59:26+00:00,0177bc687a9ac697,1496635844739964928,es,2,0,1,1,Twitter for iPhone,A vista y paciencia de los agentes de la @AMT_Quito autos sin placas y por vías exclusivas 😡 la normalidad en las vías de #Quito @MunicipioQuito @santiguarderas @TVCLaComunidad https://t.co/TS7KbmHELc
1299576372420059137,2022-02-23 23:59:25+00:00, ,1496635840876793860,es,0,0,1,0,Twitter for Android,Que estrés manejo como todo los días de mierrcoles 😤
86771272,2022-02-23 23:59:24+00:00, ,1496635838402371584,es,10,0,1,0,Twitter for iPhone,"Espero todxs hayan manifestado awa este 22/2/2022, k sirva de algo 🤬🤬🤬"
268004817,2022-02-23 23:59:24+00:00, ,1496635836074442753,es,1,0,0,0,Twitter for Android,Y EL GOLPISMO LOS UNE....🤬 https://t.co/FofYt6G7C6
1105923331512037376,2022-02-23 23:59:21+00:00, ,1496635824833769475,es,0,0,0,0,Twitter for iPhone,estoy despierta desde las 6 am y no quiero dormir pq luego van a partir el pastel sin mi 😡
910950656931905536,2022-02-23 23:59:18+00:00, ,1496635812343173121,es,1,0,0,0,Twitter for Android,@ElBadiablo ¿Por qué sale Rey Grupero en tu lugar?😡 https://t.co/7OWK53YvH2
909503035788922881,2022-02-23 23:59:17+00:00, ,1496635808241045510,es,3,0,1,1,Twitter for Android,"@AndyH1606 @irmoralesl Exacto mi Andy..

Lo que deberían hacer es pedir perdón y largarse...
Pero del País 😡"
1421660133042630660,2022-02-23 23:59:10+00:00, ,1496635779266711552,es,6,0,1,5,Twitter for iPhone,DESPRECIABLE 🤬🤬 Loreto Gumucio!!! Increíble una mujer INDECENTE 💩💩💩 https://t.co/uDphfj2qAI
1492997254591963140,2022-02-23 23:59:08+00:00, ,1496635770102173696,es,1,0,0,0,Twitter for iPhone,Q paja llegar a mi casa y tener q soportar el mal humor de los demas😤
272388810,2022-02-23 23:59:07+00:00, ,1496635766067322882,es,4,0,0,0,Twitter for Android,"@letty_mappy Los abuelos, los tíos 😡"
973033739331821574,2022-02-23 23:59:06+00:00, ,1496635762472800257,es,0,0,0,0,Twitter for Android,@NignoLoli Pobre paisa como lo van a hacer pasar por eso😡😔😤
3549095655,2022-02-23 23:59:06+00:00, ,1496635762082779137,es,0,0,1,0,Twitter for iPhone,"@helurienzo_ Discúlpame sabes, yo te cebo mates😠"
1388469062645202945,2022-02-23 23:59:04+00:00, ,1496635754101018625,es,1,0,0,0,Twitter for Android,@gancho213 Lo que está pasando en España es una terrible pesadilla...🤬
1357709412174069761,2022-02-23 23:59:04+00:00, ,1496635751961817088,es,2,0,0,0,Twitter for iPhone,@chivassolis SE SEPARAN Y LOS HOMBRES SE VUELVEN IRRECONOCIBLES. EL  EX DE@MI HIJA SE VOLVIÓ UN DEMONIO. IGUAL A QUERIDO QUITAR LA CASA 😡😡😡
1394102544213938178,2022-02-23 23:59:03+00:00, ,1496635749579427846,es,1,1,1,0,Twitter for Android,"con Lula, vivíamos juntas,todos los días, tardes,noches ,mañana, m quedaba a comer a dormir, y así ni una puta fotos juntas de chiquitas😡sera pq vivíamos enojadas?@ludmila_rosetti"
275556493,2022-02-23 23:59:01+00:00, ,1496635740847058946,es,0,1,0,0,Twitter for Android,Me faltan 17 meses de pésimo servicio de @ATTMx 🤬
102378586,2022-02-23 23:59:01+00:00, ,1496635740700090369,es,2,0,0,0,Twitter for Android,Desde ya digo que nunca dejaré de estar Cenado 😡
993910113906954240,2022-02-23 23:58:59+00:00, ,1496635731384619009,es,1,0,0,0,Twitter for Android,@luisantonio_r @teleamazonasec Y la mujer también que lo fue empujando se ve claro que no es por ayudarlo 😡😡😡
882365469835096064,2022-02-23 23:58:58+00:00, ,1496635726947094535,es,0,0,1,0,Twitter for Android,"@karinja22 @BayraktarAnge Weyyy yaaa  por qué le tienes tanta envía, a ya se por que tú ni volviendo a nacer tendras el talento que tiene ella 😌😌 solo estás para fastidiar encerio 😠"
1403758665702719495,2022-02-23 23:58:57+00:00, ,1496635725625925633,es,0,0,1,0,Twitter for Android,"Te amo erika jaja felicidades erika 😠 

MENTIRA BB, MWAH. Tqm. https://t.co/WM8dlbF7s1 https://t.co/XkfF9ZzZ6m"
1411821030826549250,2022-02-23 23:58:57+00:00, ,1496635724552196097,es,0,0,3,0,Twitter for iPhone,"@sottangelk ME VAN A VOLVER A FUNAR, GRACIAS MICH😡👍🏼"
1395651008420851712,2022-02-23 23:58:53+00:00, ,1496635707045171207,es,1,0,1,0,Twitter for Android,"@komugicore_ aaaaah, ya te iba a decir q xq no estaba yo🤬"
964305136070905856,2022-02-23 23:58:52+00:00, ,1496635701722501129,es,2,0,0,1,Twitter for Android,@MFeuma @FJPreciadoR Son unos sinvergüenzas!😡 https://t.co/ujw5a0Q8QD
1247892875452407809,2022-02-23 23:58:50+00:00, ,1496635693417877504,es,0,0,0,0,Twitter for Android,@1DnLxX_ No Soy Ningún Fucking Pedofilo 😠😠 Ya Estoy Bastante Cansado De Que Me Digan Eso 😡😡
1069183482,2022-02-23 23:58:49+00:00, ,1496635689391296516,es,0,0,2,0,Twitter for Android,xa me toca os huevos non poder salir en carnavales 😠
1335353590475608066,2022-02-23 23:58:47+00:00, ,1496635681984028675,es,1,0,0,0,Twitter for iPhone,Odio el calor😡
1403177381955842048,2022-02-23 23:58:45+00:00, ,1496635674195382274,es,0,0,0,0,Twitter for Android,"@Carlalopezr66g1 @lopezdoriga Tu eres de los que , ante una tragedia o  accidente , quieres creer que el culpable es el presidente, te recuerdo que no es , superman, para estar en todos lados , y no puede sacar al ejército a las calles , pues lo tacharian , de genocida dictador😠"
2340356590,2022-02-23 23:58:45+00:00, ,1496635673784242176,es,0,0,0,0,Twitter Web App,"Y porque no se preocupan más bien en sacar proyectos de ley para agilizar la adopción, para sacar a los niños de las calles y de los trabajos, para que tengan estudio, comida, salud y oportunidades reales. ¡Hipócritas!😤😤😤😤 https://t.co/d9w8TmTKv5"
1896118994,2022-02-23 23:58:44+00:00, ,1496635669401141251,es,0,0,0,0,Twitter for Android,Sistema de bonos de mierda ni para la sur pude sacar 🤬🤬🤬🤬🤬
1273209709432958976,2022-02-23 23:58:43+00:00, ,1496635664976207874,es,1,0,0,0,Twitter for Android,@Azul17Tony México indignado con éstos asesinos 😡😡😡
1435061315882606594,2022-02-23 23:58:43+00:00, ,1496635664242200583,es,3,0,2,2,Twitter for Android,@pepeyuca_5 le dio un machetazo por dejarle crudo el arroz 😡 https://t.co/DcvcIG69sS
996803766346174464,2022-02-23 23:58:42+00:00, ,1496635663546003467,es,12,0,0,0,Twitter for iPhone,"De ahora en adelante todo hombre que yo sepa que tiene novia y me escriba, le diré a la novia, valoren a sus novias hdp😡"
1329117613805465600,2022-02-23 23:58:42+00:00, ,1496635659511111682,es,0,0,0,0,Twitter for iPhone,@RJ_JTHGNH @CinemarkEC POR QUÉ NO LES DIO LA GANAAAAA😡
1150017714875973632,2022-02-23 23:58:41+00:00, ,1496635656310857730,es,1,0,0,0,Twitter for Android,@TarekWiliamSaab @siciliano2021 @MinpublicoVEN Qué peso de la ley ni qué nada!! En la cárcel jueguen a las metras y yá saben con qué!!! 😡👊👊👊
1452126519468380161,2022-02-23 23:58:40+00:00, ,1496635651806183425,es,0,0,0,0,Twitter for Android,Cuando la/el que está delante se pone a comprar fiambre y vos nomás querés 2 boludeces 😤
1423098171882934275,2022-02-23 23:58:38+00:00, ,1496635643358818304,es,0,0,0,0,Twitter Web App,@Lilicast90 ¡No funciona así! Está justo ahí en sus caras😡
1289576414757425153,2022-02-23 23:58:37+00:00, ,1496635641471320071,es,1,0,1,0,Twitter for Android,"@_ChicaCABJ_ ""Los dos hijos de Francisco"" me encanta es  emocionante, es brasilera la película, pero no la dan en Netflix 😑😡"
4886333867,2022-02-23 23:58:37+00:00, ,1496635638807945218,es,1,0,0,0,Twitter for Android,@critico2_ La arrechera mía es salir y ya el cdsm va ya a dos cuadras 😤
1326286693947863040,2022-02-23 23:58:36+00:00, ,1496635634303201282,es,1,0,0,0,Twitter for Android,Indignación es poco 🔥😡 https://t.co/rrBZVGn0bZ
2931077355,2022-02-23 23:58:32+00:00, ,1496635618163666949,es,0,0,0,0,Twitter for iPhone,Automático* 🤬
1366109225261428737,2022-02-23 23:58:32+00:00, ,1496635617912008705,es,0,0,0,0,Twitter for Android,@g_moschos No puedo decir lo que haría!!! 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
1451971265154076673,2022-02-23 23:58:28+00:00, ,1496635601860263937,es,0,0,0,0,Twitter for Android,@Jungwongomitaa CONTESTE LOS MENSAJES SI NO TR DOY HASTA 5🤬
1345476229588250625,2022-02-23 23:58:23+00:00, ,1496635581849378816,es,1,0,0,0,Twitter for Android,"Al fin me regresaron la cuenta, tuiter chupa🍆 😠"
23374235,2022-02-23 23:58:20+00:00, ,1496635571111927816,es,2,0,1,0,Twitter for Android,yase calor. 😡
419352358,2022-02-23 23:58:20+00:00, ,1496635568351899649,es,7,0,0,1,Twitter for Android,"#PasionDeGavilanes2
Es que de verdad, no soporto lo falso que está siendo Óscar mintiendo a la cara a Jimena 😡"
858283015,2022-02-23 23:58:17+00:00, ,1496635556431814664,es,0,0,0,0,Twitter for Android,No puede ser que cueste tanto conseguir un puto conjunto básico de ropa interior😠😠
1173116102,2022-02-23 23:58:16+00:00, ,1496635551738478595,es,0,0,0,0,Twitter for Android,De bien en mejor!!🤬👎🏻 https://t.co/S0dXxyUCwx
1492710488047767553,2022-02-23 23:58:14+00:00, ,1496635543291150338,es,4,0,4,0,Twitter for Android,"Se acabó ser bueno, me voy a volver un fuckboy 😠"
1473089283196076037,2022-02-23 23:58:05+00:00, ,1496635508323241984,es,0,0,0,0,Twitter for Android,Por eso no se que rayos espera el congreso para vacar a Castillo 🤬 https://t.co/HBMPfdW7eJ
1180171077844164609,2022-02-23 23:58:02+00:00, ,1496635492997033985,es,0,0,1,0,Twitter for iPhone,"@youthlondra a mi me pone feliz que mi hna escuche a billie porque streams ah, pero me dan unos celoss😠"
832555302,2022-02-23 23:58:01+00:00, ,1496635488324702211,es,0,0,0,0,Twitter for Android,"@latinus_us Increible que no se muerda la lengua, tanto cinismo e hipocresia uuf impensable para un mandatario, para dar nauceas y vomitar.. todo un mbecil 🤦🤬"
1166005620627128322,2022-02-23 23:57:58+00:00, ,1496635478006808580,es,0,0,0,0,Twitter for iPhone,@irovellee Si son😡😈
1157106523375644672,2022-02-23 23:57:57+00:00, ,1496635473598595074,es,0,0,0,1,Twitter Web App,"@jcpastrana En 2010, cuando José Obdulio Gaviria acusó falsamente a Andrés Pastrana de tener alianzas con las FARC (1964-2016). En 2018, terminaron de copartidarios para apoyar la elección del gobierno mediocre e incompetente (2018-2022) de Iván Duque Márquez. Imagen Semana. 📰🇨🇴🐸🦍🤬🐷 https://t.co/QbrUMwjZ6q"
1451622381257113600,2022-02-23 23:57:54+00:00, ,1496635462110355456,es,0,0,0,0,Twitter for Android,@PFifiona Acaso será 🤔 éste???🐀🐁🐭🤮👿💀🤬🤡💩👹☠ https://t.co/BuykpU1nLP
395730595,2022-02-23 23:57:49+00:00, ,1496635439112986631,es,0,0,1,0,Twitter for Android,"El módulo de atención de ticketmaster en liverpool las Américas es realmente falto de servicio al cliente, Deberían de poner 2 personas una solucionando problemas y otro para compra de tickets/entrega. Increíble tardar 25 min por persona. 😡👎🏻 @Ticketmaster_Me @liverpoolmexico https://t.co/VypokHWGDg"
437880739,2022-02-23 23:57:45+00:00, ,1496635421190606849,es,0,0,0,0,Twitter for Android,"Me siento odiada, hoy odio a todo el mundo 😠"
1455050630234529799,2022-02-23 23:57:40+00:00, ,1496635402786123783,es,0,0,0,0,Twitter for iPhone,"@niallermexa1 @onlytbxknh @curlyniall @almalvsNiall @sottangelk Pwro yo qué, MAJO NO SEAS ASÍ 😡"
1001970076717903872,2022-02-23 23:57:38+00:00, ,1496635393508356096,es,3,0,0,0,Twitter Web App,Un perrito fue dejado solo en una saca y no podría mover  sus patas traseras! lo tiraron en un bosque 😠 https://t.co/QUsyTEhG3t
1255312510783229952,2022-02-23 23:57:36+00:00, ,1496635385224511489,es,0,0,0,0,Twitter for Android,@BolsonaroSP q nojo 🤮🤬💩💰☠️ https://t.co/LGsTW1h80R
1368368071438647298,2022-02-23 23:57:34+00:00, ,1496635377494462466,es,1,0,0,0,Twitter for Android,Maldito Gustavo😡😡 https://t.co/Pwc8YuSdGX
